variant_code,variant,description,seed,split,n_eval,wl_token_count,system_token_count,feature_count,rmse,mae,r2,mean_log_predictive_density,coverage_90,predictive_sd_mean,nll
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,16,valid,64,8168,0,8168,1.0791581396121712,0.7336537116572497,0.8960710974327457,-1.469496625696022,0.90625,1.384829330511469,256.1825844868983
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,16,test,65,8168,0,8168,1.2247104317935764,0.8458154183277778,0.8815287918189134,-1.589950813368656,0.9076923076923077,1.5043298903152986,269.7288251762567
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,17,train,577,8168,0,8168,0.003447589073843306,0.0012534196584211596,0.9999992032605608,1.8832954241672593,1.0,0.060570349714108435,279.3317392082393
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,17,valid,64,8168,0,8168,1.1997105127078773,0.7112329401384516,0.8848027080736557,-1.4219533688227595,0.96875,1.4216932069890522,270.04243744381245
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,17,test,65,8168,0,8168,0.9130790304176398,0.6353573984440866,0.9383623097131615,-1.7806679183569902,0.9384615384615385,1.3990067358223175,279.3317392082393
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,18,train,577,8168,0,8168,0.025087717774264297,0.0119219210700648,0.9999585854506652,0.6422083777596986,1.0,0.2081606581402115,277.52252014487254
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,18,valid,64,8168,0,8168,1.1490644148595037,0.7778012670965491,0.9351643703562129,-1.4126437864116457,0.9375,1.4009794646531595,286.099617312641
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,18,test,65,8168,0,8168,0.8650720131544224,0.6135438898416193,0.9297850184741413,-1.3031283920651928,0.9846153846153847,1.4348993354766069,277.52252014487254
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,19,train,577,8168,0,8168,0.024473989446542825,0.011135057098577518,0.9999603121696747,0.7209134012427255,1.0,0.19220678786267956,268.1399413237852
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,19,valid,64,8168,0,8168,1.0259639957443571,0.806571963692915,0.894865269683726,-1.4494337171384606,0.9375,1.3722986815861722,253.19615387965797
B,standard_covalent_graph_wl,atom labels plus a standard covalent bond-order adjacency graph,19,test,65,8168,0,8168,1.015625089828699,0.6502500213422882,0.9123356651078958,-1.47392310071655,0.9230769230769231,1.3968910382499424,268.1399413237852
C,full_moladt,full MolADT WL plus explicit bonding-system token view,0,train,577,8169,227,8396,0.03961628791380543,0.02271169790114585,0.9998877098725814,0.6041238698770343,1.0,0.214027011480655,134.22651641773763
C,full_moladt,full MolADT WL plus explicit bonding-system token view,0,valid,64,8169,227,8396,1.0493356267104919,0.6731112613221947,0.9409549475363945,-1.2584327254272487,0.953125,1.1027196088506312,151.8535109804531
C,full_moladt,full MolADT WL plus explicit bonding-system token view,0,test,65,8169,227,8396,1.2940452541082752,0.7884798428362849,0.9227829558418599,-1.617863068073372,0.8923076923076924,1.055579468116454,134.22651641773763
C,full_moladt,full MolADT WL plus explicit bonding-system token view,1,train,577,8169,227,8396,0.0350796228606418,0.019329942547172775,0.9999201430663053,0.6530916042257761,0.9982668977469671,0.2042708003121702,133.86554879909193
C,full_moladt,full MolADT WL plus explicit bonding-system token view,1,valid,64,8169,227,8396,1.1157261964132235,0.7295430691074951,0.9373512304335674,-1.5199384021017104,0.890625,1.2533863609057214,137.78995119491793
C,full_moladt,full MolADT WL plus explicit bonding-system token view,1,test,65,8169,227,8396,0.9357433318003261,0.6783710754390213,0.9017669296512296,-1.2743966083921308,0.9384615384615385,1.2011901021632259,133.86554879909193
C,full_moladt,full MolADT WL plus explicit bonding-system token view,2,train,577,8169,227,8396,0.03346193435036957,0.018287656920474515,0.9999271223575206,0.6917114041238552,0.9982668977469671,0.1965748459572374,131.1473472261991
C,full_moladt,full MolADT WL plus explicit bonding-system token view,2,valid,64,8169,227,8396,0.7410536182243951,0.5456144806522025,0.9684374222022782,-1.130559411610162,0.921875,1.0328490700301376,156.77996351841762
C,full_moladt,full MolADT WL plus explicit bonding-system token view,2,test,65,8169,227,8396,0.8058976243084174,0.5669550772680375,0.9323910110414921,-1.2911006337482647,0.9076923076923077,1.2396789174883147,131.1473472261991
C,full_moladt,full MolADT WL plus explicit bonding-system token view,3,train,577,8169,227,8396,0.04197568919333123,0.023462594750691804,0.9998805745596515,0.5417868520755798,0.9982668977469671,0.2279447353143266,143.24329526010456
C,full_moladt,full MolADT WL plus explicit bonding-system token view,3,valid,64,8169,227,8396,1.0122980972997475,0.6329828337983927,0.9076457749248258,-1.1848925549149494,0.9375,1.0173099935224215,148.0454091180714
C,full_moladt,full MolADT WL plus explicit bonding-system token view,3,test,65,8169,227,8396,1.0916975626595289,0.6607072380069796,0.9201005113401175,-1.3150096460476008,0.9076923076923077,0.969687424880889,143.24329526010456
