variant_code,variant,description,seed,split,n_eval,wl_token_count,system_token_count,feature_count,rmse,mae,r2,mean_log_predictive_density,coverage_90,predictive_sd_mean,nll
C,full_moladt,full MolADT WL plus explicit bonding-system token view,4,train,577,8169,227,8396,0.030654164052302674,0.01667704089553267,0.9999376896344586,0.7202031075091611,0.9982668977469671,0.1914235765419502,147.01482208509844
C,full_moladt,full MolADT WL plus explicit bonding-system token view,4,valid,64,8169,227,8396,1.0860033543240408,0.6704860120451981,0.9316830707183839,-1.2617765226940354,0.921875,1.129677672727367,158.9077195435229
C,full_moladt,full MolADT WL plus explicit bonding-system token view,4,test,65,8169,227,8396,0.719926352307896,0.48543408964109747,0.9572674182217175,-1.131078396520372,0.9076923076923077,0.9731100992321918,147.01482208509844
C,full_moladt,full MolADT WL plus explicit bonding-system token view,5,train,577,8169,227,8396,0.02865356811400543,0.015724198095343363,0.9999425718556968,0.7741846408260336,0.9982668977469671,0.18144965244342315,155.1430573486569
C,full_moladt,full MolADT WL plus explicit bonding-system token view,5,valid,64,8169,227,8396,0.9306469109405623,0.5990897058995097,0.9239388375887193,-1.0987536345193814,0.984375,1.1321833540266284,166.34609929567404
C,full_moladt,full MolADT WL plus explicit bonding-system token view,5,test,65,8169,227,8396,0.8899915146308184,0.5829880206514686,0.9584872458708215,-1.2475911302050877,0.9384615384615385,1.219405929688088,155.1430573486569
C,full_moladt,full MolADT WL plus explicit bonding-system token view,6,train,577,8169,227,8396,0.04217775171339944,0.024003878697570733,0.9998738735437347,0.5602437893026251,0.9982668977469671,0.22354021515402242,137.98501836986668
C,full_moladt,full MolADT WL plus explicit bonding-system token view,6,valid,64,8169,227,8396,1.1348612642366323,0.6722092805192971,0.930075256179286,-1.444412654161693,0.890625,1.0194263330240083,141.93413697264145
C,full_moladt,full MolADT WL plus explicit bonding-system token view,6,test,65,8169,227,8396,1.1362382357324996,0.6872566491884196,0.9377301563658177,-1.580892881497783,0.8923076923076924,1.1787006322220814,137.98501836986668
C,full_moladt,full MolADT WL plus explicit bonding-system token view,7,train,577,8169,227,8396,0.037636818052505745,0.0209760565735527,0.9999094367094061,0.5978410213518945,0.9982668977469671,0.21578077252443775,142.9656239511545
C,full_moladt,full MolADT WL plus explicit bonding-system token view,7,valid,64,8169,227,8396,0.7933291593025058,0.5671999159071326,0.9257522521375499,-1.1231305104623417,0.96875,1.1040321663072883,150.33079113619777
C,full_moladt,full MolADT WL plus explicit bonding-system token view,7,test,65,8169,227,8396,0.6833042383491464,0.47014856723512255,0.9345928264817086,-1.052583468899374,0.9692307692307692,0.9968711673544697,142.9656239511545
C,full_moladt,full MolADT WL plus explicit bonding-system token view,8,train,577,8169,227,8396,0.040815923759260526,0.02304643967119245,0.999887762156383,0.5629904887844779,0.9982668977469671,0.22309163686195624,141.05091424356522
C,full_moladt,full MolADT WL plus explicit bonding-system token view,8,valid,64,8169,227,8396,0.6391305619315222,0.4441605690967033,0.9632998694289965,-1.0306714011971567,0.984375,1.0502005602431836,157.25485205915868
C,full_moladt,full MolADT WL plus explicit bonding-system token view,8,test,65,8169,227,8396,0.9339404504045613,0.6068730434322407,0.9387655711467582,-1.2651644290316215,0.9384615384615385,1.0731586439606613,141.05091424356522
C,full_moladt,full MolADT WL plus explicit bonding-system token view,9,train,577,8169,227,8396,0.04622237212059968,0.026571186579780047,0.9998563580357535,0.460625165565843,0.9982668977469671,0.24695952466082394,153.90913705524724
C,full_moladt,full MolADT WL plus explicit bonding-system token view,9,valid,64,8169,227,8396,1.2506094719413443,0.8623290155480666,0.8811686296352705,-1.6132785879682199,0.875,1.1743295793991495,135.06213365156617
C,full_moladt,full MolADT WL plus explicit bonding-system token view,9,test,65,8169,227,8396,0.8093956671030225,0.5448409675669394,0.9530350112961024,-1.1095555791826341,0.9384615384615385,1.0276299580245019,153.90913705524724
C,full_moladt,full MolADT WL plus explicit bonding-system token view,10,train,577,8169,227,8396,0.04369451308789549,0.025377926912258382,0.9998678736205923,0.5187696663233942,0.9982668977469671,0.23302752458491696,149.98258701700502
C,full_moladt,full MolADT WL plus explicit bonding-system token view,10,valid,64,8169,227,8396,0.9336355849455203,0.5942611026907008,0.9248881441127415,-1.354587540641918,0.953125,1.0696834151460841,144.35364524370885
C,full_moladt,full MolADT WL plus explicit bonding-system token view,10,test,65,8169,227,8396,1.0086710753836956,0.6007357544868709,0.941048919116597,-1.2743556237541551,0.8923076923076924,0.9657073576110298,149.98258701700502
C,full_moladt,full MolADT WL plus explicit bonding-system token view,11,train,577,8169,227,8396,0.03357711414071347,0.018785155697220605,0.9999246042124735,0.6668729839211902,0.9982668977469671,0.20170566075170307,141.6429957099284
C,full_moladt,full MolADT WL plus explicit bonding-system token view,11,valid,64,8169,227,8396,1.1661399288064278,0.6620813076619598,0.90646676253726,-1.4343712441278846,0.9375,1.1396009077784568,137.66356509179883
C,full_moladt,full MolADT WL plus explicit bonding-system token view,11,test,65,8169,227,8396,0.911863424301073,0.6066545372910265,0.9372887556719339,-1.2375745215624323,0.9538461538461539,1.229749283572538,141.6429957099284
C,full_moladt,full MolADT WL plus explicit bonding-system token view,12,train,577,8169,227,8396,0.044007400066114234,0.02539616991977697,0.9998678032570619,0.5218302488294282,0.9982668977469671,0.23230134280469103,146.48551999695178
C,full_moladt,full MolADT WL plus explicit bonding-system token view,12,valid,64,8169,227,8396,0.8393439150773765,0.628267319283241,0.948224871366499,-1.1653768356579843,0.921875,1.015596495555089,159.9002645204322
C,full_moladt,full MolADT WL plus explicit bonding-system token view,12,test,65,8169,227,8396,0.9123706921844574,0.5976541165635735,0.9470470660280956,-1.288549076800938,0.9538461538461539,1.0503630794287802,146.48551999695178
C,full_moladt,full MolADT WL plus explicit bonding-system token view,13,train,577,8169,227,8396,0.03936588422472892,0.022570601213618285,0.9998910061046645,0.5815168072540766,1.0,0.21918252035589486,152.3888549263661
C,full_moladt,full MolADT WL plus explicit bonding-system token view,13,valid,64,8169,227,8396,1.237133481725001,0.7483798689647414,0.9324432482509473,-1.3922556254300482,0.9375,1.2407277942738504,172.1712210632972
C,full_moladt,full MolADT WL plus explicit bonding-system token view,13,test,65,8169,227,8396,0.8918981811132142,0.6204745114897326,0.959789322923327,-1.2972073415479173,0.9384615384615385,1.113864680371981,152.3888549263661
C,full_moladt,full MolADT WL plus explicit bonding-system token view,14,train,577,8169,227,8396,0.02963305350233941,0.016240348570401686,0.9999400247256479,0.7572369817555256,0.9982668977469671,0.18447015654252238,142.79141857449338
C,full_moladt,full MolADT WL plus explicit bonding-system token view,14,valid,64,8169,227,8396,0.960460930906835,0.6256209350284562,0.9413413802575551,-1.2310219659974395,0.875,1.06016204316043,156.62148365987798
C,full_moladt,full MolADT WL plus explicit bonding-system token view,14,test,65,8169,227,8396,0.935754439618226,0.6375479532574353,0.9443141475666167,-1.300119313191721,0.9230769230769231,1.1709383615384263,142.79141857449338
C,full_moladt,full MolADT WL plus explicit bonding-system token view,15,train,577,8169,227,8396,0.028113259353749517,0.015551658647259547,0.999947222634279,0.7391335287951957,1.0,0.18823423069900455,155.140264150635
C,full_moladt,full MolADT WL plus explicit bonding-system token view,15,valid,64,8169,227,8396,0.8115744432970344,0.5528440760047347,0.9473635376944256,-1.1263280189050868,0.953125,1.0251219670558882,166.82891921129004
C,full_moladt,full MolADT WL plus explicit bonding-system token view,15,test,65,8169,227,8396,0.8256190541165092,0.560838131976262,0.9355682513952629,-1.083683898889794,0.9230769230769231,1.1489961993896294,155.140264150635
C,full_moladt,full MolADT WL plus explicit bonding-system token view,16,train,577,8169,227,8396,0.036810722096000156,0.02063129745540705,0.9999088911877432,0.6194938626147317,0.9982668977469671,0.21119860778408267,147.09028675571517
C,full_moladt,full MolADT WL plus explicit bonding-system token view,16,valid,64,8169,227,8396,0.9041244369691336,0.610412380441796,0.9270504570656093,-1.3365320447274431,0.859375,1.0661709439496483,150.1227850883152
C,full_moladt,full MolADT WL plus explicit bonding-system token view,16,test,65,8169,227,8396,0.8756891332992743,0.648608140072342,0.939431627490709,-1.2454185727734255,0.9384615384615385,1.2139855386775447,147.09028675571517
C,full_moladt,full MolADT WL plus explicit bonding-system token view,17,train,577,8169,227,8396,0.015176196405935061,0.007930981363947648,0.9999845612831888,1.1200540696434689,1.0,0.12919326678163925,155.95623570603607
C,full_moladt,full MolADT WL plus explicit bonding-system token view,17,valid,64,8169,227,8396,1.1269925468967792,0.6539280997067451,0.8983443717490615,-1.3331937156604452,0.921875,1.0267515496755568,152.09260588468152
C,full_moladt,full MolADT WL plus explicit bonding-system token view,17,test,65,8169,227,8396,0.6644941606523761,0.48467294183870474,0.9673553545561647,-1.07674976729729,0.9538461538461539,1.1329295621286835,155.95623570603607
C,full_moladt,full MolADT WL plus explicit bonding-system token view,18,train,577,8169,227,8396,0.04544730685434987,0.026740485528355642,0.9998640914014335,0.46271708307475257,0.9982668977469671,0.24661916914631277,154.72035146699216
C,full_moladt,full MolADT WL plus explicit bonding-system token view,18,valid,64,8169,227,8396,1.1177723003993798,0.6648568045310621,0.9386475841419908,-1.4450497183181108,0.90625,0.9970982445802118,162.77728163916623
C,full_moladt,full MolADT WL plus explicit bonding-system token view,18,test,65,8169,227,8396,0.6384315083490173,0.41204838879947553,0.9617568297345761,-0.9822538043989679,0.9538461538461539,1.1416942954894367,154.72035146699216
C,full_moladt,full MolADT WL plus explicit bonding-system token view,19,train,577,8169,227,8396,0.03973726006497602,0.022527582038696592,0.9998953730277272,0.6037829787002318,0.9982668977469671,0.2140554354710213,125.94654458016475
C,full_moladt,full MolADT WL plus explicit bonding-system token view,19,valid,64,8169,227,8396,0.7909385693059912,0.602730638853476,0.9375161944245215,-1.125825302966059,0.921875,1.0290216858532992,132.70552981471127
C,full_moladt,full MolADT WL plus explicit bonding-system token view,19,test,65,8169,227,8396,1.110431762161155,0.6388346916896788,0.8952051715070791,-1.4893836748165261,0.9076923076923077,0.9696740524812534,125.94654458016475
