dataset,representation,target,model,method,parameter_type,parameter_name,feature_group,equation_term,draw_count,runtime_seconds,posterior_mean,posterior_abs_mean,posterior_sd,posterior_median,posterior_p05,posterior_p95,importance_rank
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,signal_variance,atom_bag,signal_variance,1,0.21329987500212155,1.7546315639036574,1.7546315639036574,0.0,1.7546315639036574,1.7546315639036574,1.7546315639036574,1
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,lengthscale,atom_bag,lengthscale,1,0.21329987500212155,1.3096631823634328,1.3096631823634328,0.0,1.3096631823634328,1.3096631823634328,1.3096631823634328,2
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,noise_variance,atom_bag,noise_variance,1,0.21329987500212155,0.09202221288558828,0.09202221288558828,0.0,0.09202221288558828,0.09202221288558828,0.09202221288558828,3
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_mean,atom_bag,target_mean,1,0.21329987500212155,-3.971646447140381,3.971646447140381,0.0,-3.971646447140381,-3.971646447140381,-3.971646447140381,4
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_scale,atom_bag,target_scale,1,0.21329987500212155,3.8697895221907825,3.8697895221907825,0.0,3.8697895221907825,3.8697895221907825,3.8697895221907825,5
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,signal_variance,atom_bag,signal_variance,1,0.20050366700161248,2.0365560584162896,2.0365560584162896,0.0,2.0365560584162896,2.0365560584162896,2.0365560584162896,1
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,lengthscale,atom_bag,lengthscale,1,0.20050366700161248,1.6290155196492422,1.6290155196492422,0.0,1.6290155196492422,1.6290155196492422,1.6290155196492422,2
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,noise_variance,atom_bag,noise_variance,1,0.20050366700161248,0.08852563807458103,0.08852563807458103,0.0,0.08852563807458103,0.08852563807458103,0.08852563807458103,3
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_mean,atom_bag,target_mean,1,0.20050366700161248,-3.6801559792027727,3.6801559792027727,0.0,-3.6801559792027727,-3.6801559792027727,-3.6801559792027727,4
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_scale,atom_bag,target_scale,1,0.20050366700161248,3.856507180854516,3.856507180854516,0.0,3.856507180854516,3.856507180854516,3.856507180854516,5
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,signal_variance,atom_bag,signal_variance,1,0.22583679100353038,1.6397723100357384,1.6397723100357384,0.0,1.6397723100357384,1.6397723100357384,1.6397723100357384,1
freesolv,moladt_small_descriptors,expt,atom_bag10_rbf_gp,empirical_bayes_exact_gp,kernel_hyperparameter,lengthscale,atom_bag,lengthscale,1,0.22583679100353038,1.2091233781955384,1.2091233781955384,0.0,1.2091233781955384,1.2091233781955384,1.2091233781955384,2
