dataset,representation,target,model,method,parameter_type,parameter_name,feature_group,equation_term,draw_count,runtime_seconds,posterior_mean,posterior_abs_mean,posterior_sd,posterior_median,posterior_p05,posterior_p95,importance_rank
freesolv,moladt,expt,moladt_wl_system_gp,empirical_bayes_exact_gp,kernel_hyperparameter,kernel_weight[wl_system_tanimoto],moladt_wl_system,kernel_weight[wl_system_tanimoto],1,2.0290691669797525,0.00033546262790251185,0.00033546262790251185,0.0,0.00033546262790251185,0.00033546262790251185,0.00033546262790251185,1
freesolv,moladt,expt,moladt_wl_system_gp,empirical_bayes_exact_gp,kernel_hyperparameter,kernel_weight[system_tanimoto],moladt_wl_system,kernel_weight[system_tanimoto],1,2.0290691669797525,4.232146253796119,4.232146253796119,0.0,4.232146253796119,4.232146253796119,4.232146253796119,2
freesolv,moladt,expt,moladt_wl_system_gp,empirical_bayes_exact_gp,kernel_hyperparameter,kernel_weight[wl_tanimoto],moladt_wl_system,kernel_weight[wl_tanimoto],1,2.0290691669797525,0.23803398404993845,0.23803398404993845,0.0,0.23803398404993845,0.23803398404993845,0.23803398404993845,3
freesolv,moladt,expt,moladt_wl_system_gp,empirical_bayes_exact_gp,kernel_hyperparameter,noise_variance,moladt_wl_system,noise_variance,1,2.0290691669797525,0.002070630985235373,0.002070630985235373,0.0,0.002070630985235373,0.002070630985235373,0.002070630985235373,4
freesolv,moladt,expt,moladt_wl_system_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_mean,moladt_wl_system,target_mean,1,2.0290691669797525,-3.8740901213171584,3.8740901213171584,0.0,-3.8740901213171584,-3.8740901213171584,-3.8740901213171584,5
freesolv,moladt,expt,moladt_wl_system_gp,empirical_bayes_exact_gp,kernel_hyperparameter,target_scale,moladt_wl_system,target_scale,1,2.0290691669797525,3.898384624642987,3.898384624642987,0.0,3.898384624642987,3.898384624642987,3.898384624642987,6
