dataset,representation,model,method,split_scheme,source_row_count,used_row_count,train_n_eval,valid_n_eval,test_n_eval,train_rmse,valid_rmse,test_rmse,test_minus_train_rmse,train_mae,valid_mae,test_mae,test_minus_train_mae,train_r2,valid_r2,test_r2,train_mean_log_predictive_density,test_mean_log_predictive_density,fit_runtime_seconds
freesolv,moladt_featurized,bayes_gp_rbf_screened,laplace,moleculenet_random_like:513/64/65,642,642,513,64,65,0.4451300005251491,1.2062111594097293,0.8225148664273354,0.3773848659021863,0.28456477231559496,0.8159126708264779,0.5845334346286205,0.29996866231302555,0.9865333203344023,0.9267775982881324,0.9241017523265947,-0.7680161080320133,-1.1571586248843713,64.6814009580412
