dataset,representation,model,method,split_scheme,source_row_count,used_row_count,train_n_eval,valid_n_eval,test_n_eval,train_rmse,valid_rmse,test_rmse,test_minus_train_rmse,train_mae,valid_mae,test_mae,test_minus_train_mae,train_r2,valid_r2,test_r2,train_mean_log_predictive_density,test_mean_log_predictive_density,fit_runtime_seconds
qm9,moladt_featurized_geom,visnet_ensemble,deep_ensemble,long:fractional_0.8/0.1/0.1,133885,133885,107108,13388,13389,0.0722907079354446,0.08142450501813915,0.09229494108842443,0.02000423315297982,0.05043383076701778,0.05450333825429938,0.05562981595110329,0.005195985184085511,0.9977773430608573,0.9969888086491656,0.9964639797579359,-2612973214.007304,-4259178062.361297,29335.97700570902
