dataset,representation,model,method,split_scheme,source_row_count,used_row_count,train_n_eval,valid_n_eval,test_n_eval,train_rmse,valid_rmse,test_rmse,test_minus_train_rmse,train_mae,valid_mae,test_mae,test_minus_train_mae,train_r2,valid_r2,test_r2,train_mean_log_predictive_density,test_mean_log_predictive_density,fit_runtime_seconds
freesolv,moladt_featurized,bayes_gp_rbf_screened,laplace,moleculenet_random_like:513/64/65,642,642,513,64,65,0.5062798772203115,1.1902336493608012,0.781322450757539,0.2750425735372275,0.32857866029615623,0.8023984547659059,0.6021520222906638,0.27357336199450755,0.9825791985581915,0.9287045632431734,0.9315135202448815,-0.8750928015110802,-1.1612657810539995,73.97693704196718
