dataset,representation,model,method,split_scheme,source_row_count,used_row_count,train_n_eval,valid_n_eval,test_n_eval,train_rmse,valid_rmse,test_rmse,test_minus_train_rmse,train_mae,valid_mae,test_mae,test_minus_train_mae,train_r2,valid_r2,test_r2,train_mean_log_predictive_density,test_mean_log_predictive_density,fit_runtime_seconds
freesolv,moladt_featurized,bayes_gp_rbf_screened,laplace,moleculenet_random_like:513/64/65,642,642,513,64,65,0.5095171409441692,1.1273440414518725,0.7377493540510924,0.2282322131069232,0.3311270330030776,0.7689845109884539,0.5305560912399211,0.19942905823684348,0.982355701499055,0.9360397381550043,0.938939281214866,-0.875979988018315,-1.1108359510212973,75.94134474999737
